run_id,seed,iteration,profile,target,method,n_coalitions,expected_value,predicted_value,dominant_feature,dominant_label,dominant_value,action,mode,fraction,feature_alpha,feature_beta,feature_danger_signal,feature_safety_signal,feature_diversity,feature_iteration,shap_alpha,shap_beta,shap_danger_signal,shap_safety_signal,shap_diversity,shap_iteration
7,1240,167,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.44333333333333336,0.3620063293390161,0.37552811044230827,0.5445153119750592,0.007248066755211761,0.5566666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7,1240,203,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.32333333333333336,0.14595735144380462,0.35682033186553863,0.263023230570815,0.17881562073393462,0.6766666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7,1240,240,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.19999999999999996,0.047425873177566635,0.5405057707189427,0.27047912952157127,0.18057407475400453,0.8,0.0,0.0,0.0,0.0,0.0,0.0
8,1241,40,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.8666666666666667,0.975075573352886,0.6511846220642747,0.7063841856228035,0.2023951975874396,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
8,1241,77,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.7433333333333334,0.919334075010081,0.2340804026138959,0.1709729844112221,0.08332310440007289,0.25666666666666665,0.0,0.0,0.0,0.0,0.0,0.0
8,1241,114,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.62,0.7685247834990176,0.41547168723828826,0.8848956155415068,0.07491124927495374,0.38,0.0,0.0,0.0,0.0,0.0,0.0
8,1241,151,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.4966666666666667,0.49166743818588066,0.648723586067178,0.9494447834304052,0.007101342597914632,0.5033333333333333,0.0,0.0,0.0,0.0,0.0,0.0
8,1241,187,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.3766666666666667,0.22559854698572146,0.6110084047023023,0.10613246308253488,0.18249582630075598,0.6233333333333333,0.0,0.0,0.0,0.0,0.0,0.0
8,1241,224,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.2533333333333333,0.07822825945178391,0.5918017032457596,0.6293851757675694,0.007476139508880575,0.7466666666666667,0.0,0.0,0.0,0.0,0.0,0.0
9,1242,40,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,diversity,Diversidad poblacional,0.49999999999999994,random_reinjection,random_aggressive,0.3,0.8666666666666667,0.975075573352886,0.7978286359814172,0.6273343020290694,0.0079886613255195,0.13333333333333333,0.0,0.0,-0.16666666666666666,-0.16666666666666666,0.49999999999999994,-0.16666666666666666
